STUSAB,COUNTY,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
WV,55.0,1085106057,4442450,Mercer,Mercer County,A,59664,29321,37.4034477,-81.106456,06,59664,57019,52554,3720,176,296,7,266,2645,2527,824,976,113,14,521,42,0,1,33,1,0,0,2,0,0,108,69,11,3,10,1,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,59664,705,58959,56554,52264,3694,159,292,6,139,2405,2308,809,955,110,13,345,42,0,1,31,0,0,0,2,0,0,97,66,11,2,5,1,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47634,46034,42659,2813,145,250,7,160,1600,1527,264,758,63,11,375,42,0,1,11,0,0,0,2,0,0,69,51,4,0,1,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47634,476,47158,45708,42457,2796,129,250,6,70,1450,1386,257,747,60,10,256,42,0,1,11,0,0,0,2,0,0,64,49,4,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29321,25356,3965,1189,428,0,21,363,44,761,591,0,170
WV,57.0,849209714,3466312,Mineral,Mineral County,A,26938,12453,39.4047806,-78.9566899,06,26938,25724,24734,723,41,117,5,104,1214,1177,370,434,53,0,279,14,5,0,12,0,2,3,0,5,0,36,13,0,4,6,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26938,309,26629,25518,24603,711,36,113,5,50,1111,1091,363,432,53,0,213,14,4,0,9,0,2,0,0,1,0,20,13,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21433,20692,19892,602,38,94,5,61,741,720,140,330,20,0,197,10,4,0,11,0,2,3,0,3,0,20,4,0,4,3,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21433,201,21232,20554,19808,594,35,90,5,22,678,670,137,329,20,0,159,10,3,0,9,0,2,0,0,1,0,8,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12453,11114,1339,517,121,0,0,121,0,396,377,0,19
WV,59.0,1095926646,2177833,Mingo,Mingo County,A,23568,11493,37.7211608,-82.1589891,06,23568,22907,22383,409,36,32,0,47,661,619,160,313,12,2,108,3,0,0,17,0,0,0,3,1,0,35,16,0,2,5,1,0,4,3,1,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,23568,164,23404,22796,22293,405,33,32,0,33,608,579,155,308,12,2,78,3,0,0,17,0,0,0,3,1,0,24,10,0,2,0,1,0,4,3,1,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18632,18191,17773,334,33,26,0,25,441,409,47,263,2,2,85,3,0,0,6,0,0,0,0,1,0,25,10,0,2,5,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,18632,109,18523,18113,17708,330,30,26,0,19,410,386,47,262,2,2,63,3,0,0,6,0,0,0,0,1,0,19,9,0,2,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11493,9993,1500,84,69,0,0,69,0,15,0,0,15
WV,61.0,932632923,14991505,Monongalia,Monongalia County,A,105822,49881,39.6336448,-80.0590736,06,105822,99340,90012,4160,185,3755,71,1157,6482,6168,1471,1583,949,34,1935,35,27,9,66,7,7,12,19,7,7,283,125,12,1,43,23,0,49,18,6,2,0,0,0,0,0,0,0,1,3,0,28,6,2,18,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,105822,3308,102514,97348,88959,4068,147,3729,63,382,5166,4961,1429,1524,931,34,876,35,25,9,51,7,7,6,19,7,1,194,121,11,1,22,18,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,88063,83511,75891,3448,151,3094,47,880,4552,4358,798,1247,608,27,1527,33,16,4,46,7,4,12,17,6,6,172,81,4,1,19,12,0,30,13,6,2,0,0,0,0,0,0,0,1,3,0,19,6,2,9,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,88063,2504,85559,81982,75067,3381,125,3072,47,290,3577,3444,777,1212,593,27,705,33,16,4,37,7,4,6,17,6,0,122,77,4,1,13,12,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,49881,44385,5496,8140,1077,682,24,371,0,7063,6808,0,255
WV,63.0,1224426771,2297599,Monroe,Monroe County,A,12376,6219,37.5540622,-80.5503295,06,12376,11976,11771,113,28,11,0,53,400,368,74,196,8,2,86,2,0,0,0,0,0,0,0,0,0,29,12,6,0,6,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12376,94,12282,11919,11739,113,26,11,0,30,363,338,74,195,7,0,60,2,0,0,0,0,0,0,0,0,0,23,12,6,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9895,9607,9476,82,18,7,0,24,288,261,27,150,8,1,73,2,0,0,0,0,0,0,0,0,0,24,12,1,0,6,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9895,77,9818,9564,9445,82,17,7,0,13,254,234,27,149,7,0,49,2,0,0,0,0,0,0,0,0,0,18,12,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6219,5130,1089,245,82,0,0,82,0,163,0,0,163
WV,65.0,593295507,1401571,Morgan,Morgan County,A,17063,9071,39.5573454,-78.2565175,06,17063,16302,15985,112,40,83,0,82,761,727,113,309,65,5,223,0,0,0,5,0,1,0,0,6,0,24,14,0,0,2,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17063,236,16827,16170,15896,108,30,83,0,53,657,634,102,309,65,5,145,0,0,0,2,0,0,0,0,6,0,13,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13950,13447,13196,86,31,73,0,61,503,487,30,237,39,1,179,0,0,0,1,0,0,0,0,0,0,9,1,0,0,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13950,154,13796,13367,13147,84,24,73,0,39,429,420,28,237,39,1,114,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9071,7142,1929,184,184,0,0,184,0,0,0,0,0
WV,67.0,1675324341,19580622,Nicholas,Nicholas County,A,24604,12496,38.2914318,-80.7975148,06,24604,23828,23603,61,45,74,7,38,776,740,55,456,32,3,178,4,0,0,6,5,1,0,0,0,0,36,8,2,0,7,10,0,2,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24604,173,24431,23719,23525,56,44,72,7,15,712,682,48,455,32,3,129,4,0,0,6,5,0,0,0,0,0,30,8,2,0,3,10,0,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19777,19191,19008,45,43,59,6,30,586,553,35,356,19,1,140,0,0,0,0,2,0,0,0,0,0,33,7,2,0,7,10,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19777,131,19646,19106,18942,41,43,59,6,15,540,513,30,355,19,1,106,0,0,0,0,2,0,0,0,0,0,27,7,2,0,3,10,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12496,10630,1866,103,64,0,12,52,0,39,0,0,39
WV,69.0,274098976,8274294,Ohio,Ohio County,A,42425,21170,40.100323,-80.6199004,06,42425,40200,37769,1661,77,392,20,281,2225,2105,636,627,115,3,635,30,4,2,43,0,0,2,8,0,0,115,47,8,0,22,5,0,17,12,1,0,1,0,0,0,0,0,0,1,0,1,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42425,647,41778,39823,37559,1656,67,387,20,134,1955,1864,629,616,115,3,418,29,4,2,40,0,0,0,8,0,0,88,43,8,0,14,5,0,5,12,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34307,32990,31184,1232,60,320,14,180,1317,1260,234,476,64,3,430,23,4,0,18,0,0,0,8,0,0,55,22,4,0,4,5,0,9,7,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34307,425,33882,32732,31043,1227,50,315,14,83,1150,1105,233,465,64,3,291,22,4,0,15,0,0,0,8,0,0,45,22,4,0,1,5,0,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21170,18335,2835,2123,452,71,75,306,0,1671,1343,0,328
WV,71.0,1802760298,5428393,Pendleton,Pendleton County,A,6143,3666,38.6744501,-79.3406175,06,6143,5965,5845,82,14,0,5,19,178,159,45,74,0,0,31,0,0,4,5,0,0,0,0,0,0,19,11,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6143,57,6086,5938,5835,81,7,0,2,13,148,131,38,69,0,0,20,0,0,4,0,0,0,0,0,0,0,17,11,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102,4973,4874,69,8,0,3,19,129,115,24,51,0,0,31,0,0,4,5,0,0,0,0,0,0,14,11,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102,42,5060,4953,4864,69,7,0,0,13,107,95,20,51,0,0,20,0,0,4,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666,2726,940,105,84,0,0,84,0,21,0,0,21
WV,73.0,337007574,11468023,Pleasants,Pleasants County,A,7653,3209,39.3681331,-81.1611724,06,7653,7403,7248,95,22,17,0,21,250,242,27,156,7,1,48,2,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7653,63,7590,7359,7215,95,22,17,0,10,231,228,27,153,7,1,38,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215,6041,5907,85,21,8,0,20,174,172,14,122,2,1,30,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215,37,6178,6008,5885,85,21,8,0,9,170,168,14,119,2,1,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3209,2880,329,737,737,678,0,59,0,0,0,0,0
WV,75.0,2435206742,4094092,Pocahontas,Pocahontas County,A,7869,6795,38.332606,-80.0101207,06,7869,7629,7497,57,26,9,4,36,240,231,25,120,10,0,68,2,0,0,2,3,0,1,0,0,0,9,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7869,107,7762,7563,7455,51,23,9,0,25,199,190,25,111,10,0,38,1,0,0,2,3,0,0,0,0,0,9,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6523,6364,6257,48,19,9,4,27,159,152,4,80,2,0,59,2,0,0,2,3,0,0,0,0,0,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6523,68,6455,6319,6235,42,16,9,0,17,136,129,4,80,2,0,37,1,0,0,2,3,0,0,0,0,0,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6795,3460,3335,291,291,220,0,65,6,0,0,0,0
WV,77.0,1680420300,6668159,Preston,Preston County,A,34216,15174,39.4690296,-79.6688649,06,34216,33082,30832,2042,76,57,5,70,1134,1103,143,578,37,7,321,0,2,0,13,0,0,1,1,0,0,29,11,0,2,1,3,0,7,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34216,695,33521,32513,30348,2001,69,53,5,37,1008,984,135,565,33,7,229,0,2,0,11,0,0,1,1,0,0,22,11,0,2,0,3,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27778,27021,24830,2022,73,46,4,46,757,744,59,417,25,5,228,0,1,0,7,0,0,1,1,0,0,12,2,0,0,0,2,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27778,586,27192,26511,24396,1981,66,42,4,22,681,673,53,413,21,5,171,0,1,0,7,0,0,1,1,0,0,7,2,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15174,12945,2229,3359,3341,3158,8,175,0,18,0,0,18
WV,79.0,895303696,12225557,Putnam,Putnam County,A,57440,24795,38.5105179,-81.906109,06,57440,55095,53364,656,96,577,7,395,2345,2235,400,996,219,23,550,8,0,0,30,0,1,0,1,6,1,101,29,6,1,8,16,0,32,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,57440,811,56629,54602,53139,646,81,577,7,152,2027,1959,395,985,209,23,315,8,0,0,15,0,1,0,1,6,1,63,29,6,1,6,16,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,44467,43005,41730,471,82,453,7,262,1462,1388,141,731,88,10,389,8,0,0,18,0,1,0,1,0,1,73,24,6,1,5,10,0,24,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44467,517,43950,42673,41584,461,73,453,7,95,1277,1229,140,724,88,10,243,8,0,0,13,0,1,0,1,0,1,48,24,6,1,3,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24795,22936,1859,325,293,0,0,293,0,32,0,0,32
WV,81.0,1567871999,10328839,Raleigh,Raleigh County,A,74591,34581,37.7624694,-81.2646719,06,74591,71264,64025,5847,136,831,16,409,3327,3194,894,1209,197,22,736,55,9,4,39,0,2,10,4,11,2,131,57,8,0,23,0,0,26,9,1,0,5,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74591,1197,73394,70423,63510,5790,132,819,16,156,2971,2872,864,1189,192,22,491,55,9,4,31,0,2,0,4,9,0,99,55,3,0,17,0,0,8,9,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59099,57034,51172,4770,118,689,15,270,2065,1976,298,942,92,12,536,47,4,4,19,0,2,9,4,5,2,87,33,8,0,12,0,0,23,7,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59099,828,58271,56432,50805,4728,117,679,15,88,1839,1777,285,935,92,12,373,47,4,4,14,0,2,0,4,5,0,62,31,3,0,10,0,0,8,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34581,30326,4255,3328,2768,2298,19,451,0,560,439,0,121
WV,83.0,2692810850,667359,Randolph,Randolph County,A,27932,13035,38.7810953,-79.8677881,06,27932,26883,26144,433,61,104,1,140,1049,1013,146,517,67,0,264,4,0,0,12,0,1,2,0,0,0,23,15,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27932,312,27620,26695,26033,424,56,96,1,85,925,907,135,508,64,0,190,4,0,0,5,0,1,0,0,0,0,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22746,22041,21440,356,50,81,1,113,705,681,44,402,44,0,179,4,0,0,7,0,1,0,0,0,0,11,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22746,200,22546,21902,21358,352,48,76,1,67,644,633,40,402,43,0,142,4,0,0,1,0,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13035,10980,2055,2448,1948,1636,65,247,0,500,465,0,35
WV,85.0,1170648850,4424612,Ritchie,Ritchie County,A,8444,4142,39.1771118,-81.0663167,06,8444,8231,8155,17,9,23,7,20,213,205,7,125,8,0,59,0,0,0,4,0,0,1,0,1,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8444,80,8364,8172,8116,16,6,19,7,8,192,185,7,125,8,0,41,0,0,0,4,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6813,6659,6595,17,6,20,7,14,154,147,1,109,0,0,36,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6813,44,6769,6623,6570,16,6,16,7,8,146,139,1,109,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142,3631,511,28,28,0,0,28,0,0,0,0,0
WV,87.0,1252422354,404682,Roane,Roane County,A,14028,7151,38.7429497,-81.3544939,06,14028,13454,13305,39,28,38,1,43,574,531,32,331,30,0,112,0,12,0,8,2,2,2,0,0,0,39,9,0,2,4,5,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14028,152,13876,13341,13231,35,28,38,0,9,535,495,31,320,30,0,96,0,12,0,4,2,0,0,0,0,0,36,9,0,2,4,3,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11137,10725,10619,24,25,31,0,26,412,387,8,266,12,0,87,0,8,0,6,0,0,0,0,0,0,24,3,0,2,4,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11137,84,11053,10662,10579,20,25,31,0,7,391,366,7,261,12,0,74,0,8,0,4,0,0,0,0,0,0,24,3,0,2,4,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7151,5922,1229,91,91,0,0,91,0,0,0,0,0
WV,89.0,933930185,18478164,Summers,Summers County,A,11959,6529,37.6559986,-80.856325,06,11959,11438,10930,402,35,33,0,38,521,503,108,257,6,2,122,2,0,4,0,0,2,0,0,0,0,14,5,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11959,185,11774,11310,10823,400,33,33,0,21,464,448,108,257,6,0,69,2,0,4,0,0,2,0,0,0,0,12,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9877,9511,9049,383,28,28,0,23,366,352,47,199,4,2,97,1,0,0,0,0,2,0,0,0,0,10,5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9877,144,9733,9407,8963,382,28,28,0,6,326,312,47,199,4,0,59,1,0,0,0,0,2,0,0,0,0,10,5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6529,4921,1608,989,985,838,27,120,0,4,0,0,4
